"Titolo","Codice","Tipo","Volume","Autore (Cognome, Nome)","Autore (Cognome, Nome) copy","Autore (Cognome, Nome) copy copy","Anno di pubblicazione","Luogo","Editore","Tags","Fondo","Fondo (from Fondo)","pdf","Immagine","Collocazione","Disclaimer"
"Associati in gita al Lago Maggiore","A05.8.GIT.5.G","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643273/A05.8.GIT.5.G_knpvlt.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Associata in gita al Lago Maggiore","A05.8.GIT.5.H","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643209/A05.8.GIT.5.H_qod3tw.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Associate in gita al Lago Maggiore","A05.8.GIT.5.I","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643163/A05.8.GIT.5.J_sciezp.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Associati in gita al Lago Maggiore","A05.8.GIT.5.J","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643163/A05.8.GIT.5.J_sciezp.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Lago Maggiore","A05.8.GIT.5.K","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774643122/A05.8.GIT.5.K_ek4now.jpg","faldone fotografico gite, fascicolo 5",""
"Lago Maggiore","A05.8.GIT.5.L","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774643086/A05.8.GIT.5.L_eraw9i.jpg","faldone fotografico gite, fascicolo 5",""
"Lago Maggiore","A05.8.GIT.5.M","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774643124/A05.8.GIT.5.M_cp77qr.jpg","faldone fotografico gite, fascicolo 5",""
"Lago Maggiore","A05.8.GIT.5.N","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774643083/A05.8.GIT.5.N_hr1f4l.jpg","faldone fotografico gite, fascicolo 5",""
"Associate in gita al Lago Maggiore","A05.8.GIT.5.O","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643183/A05.8.GIT.5.O_hjgigb.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Associati in gita al Lago Maggiore","A05.8.GIT.5.P","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643129/A05.8.GIT.5.P_cokygt.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Barca sul Lago Maggiore","A05.8.GIT.5.Q","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774643224/A05.8.GIT.5.Q_pan08j.jpg","faldone fotografico gite, fascicolo 5",""
"Villa al Lago Maggiore","A05.8.GIT.5.R","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774643164/A05.8.GIT.5.R_rqar8g.jpg","faldone fotografico gite, fascicolo 5",""
"Villa al Lago Maggiore","A05.8.GIT.5.S","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774643165/A05.8.GIT.5.S_fugwka.jpg","faldone fotografico gite, fascicolo 5",""
"Associati in gita al Lago Maggiore","A05.8.GIT.5.T","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643165/A05.8.GIT.5.T_hwnldj.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Associati in gita al Lago Maggiore","A05.8.GIT.5.U","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643135/A05.8.GIT.5.U_tugnwj.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Associati in gita al Lago Maggiore","A05.8.GIT.5.V","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643212/A05.8.GIT.5.V_wdfers.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Associati in gita al Lago Maggiore","A05.8.GIT.5.W","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643247/A05.8.GIT.5.W_ocnj3y.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Porticciolo Lago Maggiore","A05.8.GIT.5.X","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774643236/A05.8.GIT.5.X_kfnvdb.jpg","faldone fotografico gite, fascicolo 5",""
"Ristorante Elvezia a Isola Bella","A05.8.GIT.5.Y","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774643192/A05.8.GIT.5.Y_iijvwk.jpg","faldone fotografico gite, fascicolo 5",""
"Ristorante Elvezia a Isola Bella","A05.8.GIT.5.Z","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774643139/A05.8.GIT.5.Z_nof1c7.jpg","faldone fotografico gite, fascicolo 5",""
"Associati in gita al Lago Maggiore","A05.8.GIT.5.ZA","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643199/A05.8.GIT.5.ZA_uyhljq.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Associati in gita al Lago Maggiore","A05.8.GIT.5.ZB","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643219/A05.8.GIT.5.ZB_yyjy4p.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Associati in gita al Lago Maggiore","A05.8.GIT.5.ZC","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643219/A05.8.GIT.5.ZC_ymenk9.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Gita al Lago Maggiore","A05.8.GIT.5.ZD","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774643253/A05.8.GIT.5.ZD_eogsd2.jpg","faldone fotografico gite, fascicolo 5",""
"Isola Bella","A05.8.GIT.5.ZE","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774643263/A05.8.GIT.5.ZE_ucptvn.jpg","faldone fotografico gite, fascicolo 5",""
"Lago Maggiore","A05.8.GIT.5.ZF","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774643153/A05.8.GIT.5.ZF_kw016e.jpg","faldone fotografico gite, fascicolo 5",""
"Lago Maggiore","A05.8.GIT.5.ZG","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774643252/A05.8.GIT.5.ZG_nzeg65.jpg","faldone fotografico gite, fascicolo 5",""
"Isola Bella","A05.8.GIT.5.ZH","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774643083/A05.8.GIT.5.ZH_lru8bb.jpg","faldone fotografico gite, fascicolo 5",""
"Isola Bella","A05.8.GIT.5.ZI","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774643230/A05.8.GIT.5.ZI_aswaqo.jpg","faldone fotografico gite, fascicolo 5",""
"Lago Maggiore","A05.8.GIT.5.ZJ","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774643194/A05.8.GIT.5.ZJ_yddebv.jpg","faldone fotografico gite, fascicolo 5",""
"Isola Bella","A05.8.GIT.5.ZK","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774643269/A05.8.GIT.5.ZK_swrvnj.jpg","faldone fotografico gite, fascicolo 5",""
"Pranzo sociale al Lago Maggiore","A05.8.GIT.5.ZL","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643066/A05.8.GIT.5.ZL_bwzjj0.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Pranzo sociale al Lago Maggiore","A05.8.GIT.5.ZM","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643272/A05.8.GIT.5.ZM_gmrgra.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Pranzo sociale al Lago Maggiore","A05.8.GIT.5.ZN","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643228/A05.8.GIT.5.ZN_ahhjqh.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Pranzo sociale al Lago Maggiore","A05.8.GIT.5.ZO","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643239/A05.8.GIT.5.ZO_loadvn.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Pranzo sociale al Lago Maggiore","A05.8.GIT.5.ZP","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643272/A05.8.GIT.5.ZP_m15mc7.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Pranzo sociale al Lago Maggiore","A05.8.GIT.5.ZQ","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643136/A05.8.GIT.5.ZQ_hewnua.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Pranzo sociale al Lago Maggiore","A05.8.GIT.5.ZR","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643207/A05.8.GIT.5.ZR_k3dmdm.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Pranzo sociale al Lago Maggiore","A05.8.GIT.5.ZS","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643097/A05.8.GIT.5.ZS_fxykz9.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Pranzo sociale al Lago Maggiore","A05.8.GIT.5.ZT","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643117/A05.8.GIT.5.ZT_nyccgn.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Pranzo sociale al Lago Maggiore","A05.8.GIT.5.ZU","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643119/A05.8.GIT.5.ZU_hlnkwt.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Pranzo sociale al Lago Maggiore","A05.8.GIT.5.ZV","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643105/A05.8.GIT.5.ZV_xe556h.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Pranzo sociale al Lago Maggiore","A05.8.GIT.5.ZW","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643094/A05.8.GIT.5.ZW_mce11p.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Pranzo sociale al Lago Maggiore","A05.8.GIT.5.ZX","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643191/A05.8.GIT.5.ZX_lt2lai.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Pranzo sociale al Lago Maggiore","A05.8.GIT.5.ZZ","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643082/A05.8.GIT.5.ZZ_mwsdjm.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Pranzo sociale al Lago Maggiore","A05.8.GIT.5.ZZA","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643180/A05.8.GIT.5.ZZA_geybte.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Associata in gita al Lago Maggiore","A05.8.GIT.5.ZZB","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643132/A05.8.GIT.5.ZZB_sivtco.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Associati in gita al Lago Maggiore","A05.8.GIT.5.ZZC","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774643274/A05.8.GIT.5.ZZC_h8y3cp.jpg","faldone fotografico gite, fascicolo 5","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Lago Maggiore","A05.8.GIT.5.ZZD","Fotografia","","Sconosciuto","","","2009","Lago Maggiore","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774643207/A05.8.GIT.5.ZZD_pty1pr.jpg","faldone fotografico gite, fascicolo 5",""
"Sancarlone","A05.8.GIT.5.ZZE","Fotografia","","Sconosciuto","","","2009","Arona","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774643114/A05.8.GIT.5.ZZE_qr9cnx.jpg","faldone fotografico gite, fascicolo 5",""
"Sancarlone","A05.8.GIT.5.ZZF","Fotografia","","Sconosciuto","","","2009","Arona","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774643153/A05.8.GIT.5.ZZF_lf8hev.jpg","faldone fotografico gite, fascicolo 5",""
"Sancarlone","A05.8.GIT.5.ZZG","Fotografia","","Sconosciuto","","","2009","Arona","","","Arci","Arci","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774643192/A05.8.GIT.5.ZZG_gwivru.jpg","faldone fotografico gite, fascicolo 5",""
